section	other sections this parameter is in	section order	parameter order	FieldID	name	fieldType	IndexType	unitSet	unitModel	unitMetric	unitEnglish	lowerBound	upperBound	defaultValue	regrow	readOnly	accessString	transferType	hint
"Primary flowers, advanced"		14	21	kFlowerFilamentTaperIndexFemale	Filament taper index (taper to % of width)	2 Smallint	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	100	FALSE	FALSE	pFlower[kGenderFemale].filamentTaperIndex	1 MFD	"How much to taper the filament's width as it reaches the anther 3D object. For no tapering, choose 100% of initial width (the default). To taper the filament, choose a lower percentage."
"Primary flowers, advanced"		14	22	kFlowerFilamentColorFemale	Filament color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].filamentColor	1 MFD	The color of filaments (anther stalks).
"Primary flowers, advanced"		14	23	kFlowerAntherFemaleObject3DPullbackAngle	Angle between filament and main flower axis	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	10	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].pullBackAngle	1 MFD	The angle at which the filaments are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts.
"Primary flowers, advanced"		14	24	kFlowerAntherNumSectionsFemale	Number of sections in anther	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	3	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].repetitions	1 MFD	"You can make an anther with one planar 3D object, in which case it looks sort of like a leaf, or you can make it with one 3D object drawn multiple times and spun around to produce an enclosed three-dimensional structure (like sections of an orange make up an orange). This parameter is the number of times to draw the specified 'section' 3D object to form the anther structure."
"Primary flowers, advanced"		14	25	kFlowerFemaleAntherObject3D	Anther section 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].object3D	3 3D Object	The 3D object used to draw the anthers on the flower.
"Primary flowers, advanced"		14	26	kFlowerAntherScaleAtFullSizeFemale	Anther section scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].scaleAtFullSize	1 MFD	The drawing scale of the anther section 3D object when the flower is fully grown.
"Primary flowers, advanced"		14	27	kFlowerFemaleAntherObject3DXRotationBeforeDraw	Anther section X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	28	kFlowerFemaleAntherObject3DYRotationBeforeDraw	Anther section Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	29	kFlowerFemaleAntherObject3DZRotationBeforeDraw	Anther section Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	30	kFlowerAntherFemaleFaceColor	Anther section front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].faceColor	1 MFD	The front face (facing in) color for anthers.
"Primary flowers, advanced"		14	31	kFlowerAntherFemaleBackfaceColor	Anther section back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].backfaceColor	1 MFD	The back face (facing out) color for anthers.
"Primary flowers, advanced"		14	32	kFlowerAntherSectionsAreRadiallyArrangedFemale	Anther sections are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kStamens].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw the anther are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
"Primary flowers, advanced"		14	33	header	Second row of petals	7 Header	"You can optionally include five rows of petals in a flower (the first row is in the simple flower parameters). To make the petals look better together, it's a good idea to slightly vary them in color, size, and starting X rotations."												
"Primary flowers, advanced"		14	34	kFlowerPetal2NumPetalsFemale	Number of petals in second petal row	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].repetitions	1 MFD	The number of second-row petals.
"Primary flowers, advanced"		14	35	kFlowerFemalePetal2Object3D	Second petal row 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].object3D	3 3D Object	The 3D object used to draw second-row petals.
"Primary flowers, advanced"		14	36	kFlowerPetal2ScaleAtFullSizeFemale	Second petal row scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].scaleAtFullSize	1 MFD	The drawing scale of the second-row petal 3D object when the flower is fully grown.
"Primary flowers, advanced"		14	37	kFlowerFemalePetal2Object3DXRotationBeforeDraw	Second petal row X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	38	kFlowerFemalePetal2Object3DYRotationBeforeDraw	Second petal row Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	39	kFlowerFemalePetal2Object3DZRotationBeforeDraw	Second petal row Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	40	kFlowerPetal2FemaleFaceColor	Second petal row front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].faceColor	1 MFD	The front face (facing in) color for second-row petals.
"Primary flowers, advanced"		14	41	kFlowerPetal2FemaleBackfaceColor	Second petal row back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].backfaceColor	1 MFD	The back face (facing out) color for second-row petals.
"Primary flowers, advanced"		14	42	kFlowerPetal2PetalsAreRadiallyArrangedFemale	Second row petals are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw second-row petals are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
"Primary flowers, advanced"		14	43	kFlowerPetal2FemaleObject3DPullbackAngle	Angle between second-row petals and main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	30	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSecondPetals].pullBackAngle	1 MFD	The angle at which the second-row petals are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts. How this appears on the plant depends on how the 3D object you are using for these petals was defined.
"Primary flowers, advanced"		14	44	header	Third row of petals	7 Header	You can optionally include five rows of petals in a flower (the first row is in the simple flower parameters). The angles between each row of petals and the main stem control how the petals appear next to each other.												
"Primary flowers, advanced"		14	45	kFlowerPetal3NumPetalsFemale	Number of petals in third petal row	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].repetitions	1 MFD	The number of third-row petals.
"Primary flowers, advanced"		14	46	kFlowerFemalePetal3Object3D	Third petal row 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].object3D	3 3D Object	The 3D object used to draw third-row petals.
"Primary flowers, advanced"		14	47	kFlowerPetal3ScaleAtFullSizeFemale	Third petal row scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].scaleAtFullSize	1 MFD	The drawing scale of the third-row petal 3D object when the flower is fully grown.
"Primary flowers, advanced"		14	48	kFlowerFemalePetal3Object3DXRotationBeforeDraw	Third petal row X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	49	kFlowerFemalePetal3Object3DYRotationBeforeDraw	Third petal row Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	50	kFlowerFemalePetal3Object3DZRotationBeforeDraw	Third petal row Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	51	kFlowerPetal3FemaleFaceColor	Third petal row front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].faceColor	1 MFD	The front face (facing in) color for third-row petals.
"Primary flowers, advanced"		14	52	kFlowerPetal3FemaleBackfaceColor	Third petal row back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].backfaceColor	1 MFD	The back face (facing out) color for third-row petals.
"Primary flowers, advanced"		14	53	kFlowerPetal3PetalsAreRadiallyArrangedFemale	Third row petals are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw third-row petals are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
"Primary flowers, advanced"		14	54	kFlowerPetal3FemaleObject3DPullbackAngle	Angle between third-row petals and main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	35	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kThirdPetals].pullBackAngle	1 MFD	The angle at which the third-row petals are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts. How this appears on the plant depends on how the 3D object you are using for these petals was defined.
"Primary flowers, advanced"		14	55	header	Fourth row of petals	7 Header	You can optionally include five rows of petals in a flower (the first row is in the simple flower parameters). You can create flowers with non-radial symmetry (like orchids) by placing only one petal in each row and using the X rotations of each row to place the petals around the central axis.												
"Primary flowers, advanced"		14	56	kFlowerPetal4NumPetalsFemale	Number of petals in fourth petal row	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].repetitions	1 MFD	The number of fourth-row petals.
"Primary flowers, advanced"		14	57	kFlowerFemalePetal4Object3D	Fourth petal row 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].object3D	3 3D Object	The 3D object used to draw fourth-row petals.
"Primary flowers, advanced"		14	58	kFlowerPetal4ScaleAtFullSizeFemale	Fourth petal row scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].scaleAtFullSize	1 MFD	The drawing scale of the fourth-row petal 3D object when the flower is fully grown.
"Primary flowers, advanced"		14	59	kFlowerFemalePetal4Object3DXRotationBeforeDraw	Fourth petal row X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	60	kFlowerFemalePetal4Object3DYRotationBeforeDraw	Fourth petal row Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	61	kFlowerFemalePetal4Object3DZRotationBeforeDraw	Fourth petal row Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	62	kFlowerPetal4FemaleFaceColor	Fourth petal row front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].faceColor	1 MFD	The front face (facing in) color for fourth-row petals.
"Primary flowers, advanced"		14	63	kFlowerPetal4FemaleBackfaceColor	Fourth petal row back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].backfaceColor	1 MFD	The back face (facing out) color for fourth-row petals.
"Primary flowers, advanced"		14	64	kFlowerPetal4PetalsAreRadiallyArrangedFemale	Fourth row petals are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw fourth-row petals are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
"Primary flowers, advanced"		14	65	kFlowerPetal4FemaleObject3DPullbackAngle	Angle between fourth-row petals and main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	40	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFourthPetals].pullBackAngle	1 MFD	The angle at which the fourth-row petals are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts. How this appears on the plant depends on how the 3D object you are using for these petals was defined.
"Primary flowers, advanced"		14	66	header	Fifth row of petals	7 Header	You can optionally include five rows of petals in a flower (the first row is in the simple flower parameters).												
"Primary flowers, advanced"		14	67	kFlowerPetal5NumPetalsFemale	Number of petals in fifth petal row	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].repetitions	1 MFD	The number of fifth-row petals.
"Primary flowers, advanced"		14	68	kFlowerFemalePetal5Object3D	Fifth petal row 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].object3D	3 3D Object	The 3D object used to draw fifth-row petals.
"Primary flowers, advanced"		14	69	kFlowerPetal5ScaleAtFullSizeFemale	Fifth petal row scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].scaleAtFullSize	1 MFD	The drawing scale of the fifth-row petal 3D object when the flower is fully grown.
"Primary flowers, advanced"		14	70	kFlowerFemalePetal5Object3DXRotationBeforeDraw	Fifth petal row X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	71	kFlowerFemalePetal5Object3DYRotationBeforeDraw	Fifth petal row Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	72	kFlowerFemalePetal5Object3DZRotationBeforeDraw	Fifth petal row Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	73	kFlowerPetal5FemaleFaceColor	Fifth petal row front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].faceColor	1 MFD	The front face (facing in) color for fifth-row petals.
"Primary flowers, advanced"		14	74	kFlowerPetal5FemaleBackfaceColor	Fifth petal row back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].backfaceColor	1 MFD	The back face (facing out) color for fifth-row petals.
"Primary flowers, advanced"		14	75	kFlowerPetal5PetalsAreRadiallyArrangedFemale	Fifth row petals are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw fifth-row petals are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
"Primary flowers, advanced"		14	76	kFlowerPetal5FemaleObject3DPullbackAngle	Angle between fifth-row petals and main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	45	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kFifthPetals].pullBackAngle	1 MFD	The angle at which the fifth-row petals are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts. How this appears on the plant depends on how the 3D object you are using for these petals was defined.
"Primary flowers, advanced"		14	77	header	Sepals	7 Header	"Sepals are the outermost layer of the flower's covering parts, and are often green."												
"Primary flowers, advanced"		14	78	kFlowerSepalNumPetalsFemale	Number of sepals on flower	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].repetitions	1 MFD	The number of sepals on the flower.
"Primary flowers, advanced"		14	79	kFlowerFemaleSepalObject3D	Sepal 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].object3D	3 3D Object	The 3D object used to draw sepals.
"Primary flowers, advanced"		14	80	kFlowerSepalScaleAtFullSizeFemale	Sepal scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].scaleAtFullSize	1 MFD	The drawing scale of the sepal 3D object when the flower is fully grown.
"Primary flowers, advanced"		14	81	kFlowerFemaleSepalObject3DXRotationBeforeDraw	Sepal X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	82	kFlowerFemaleSepalObject3DYRotationBeforeDraw	Sepal Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	83	kFlowerFemaleSepalObject3DZRotationBeforeDraw	Sepal Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	84	kFlowerSepalFemaleFaceColor	Sepal front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].faceColor	1 MFD	The front face (facing in) color for sepals.
"Primary flowers, advanced"		14	85	kFlowerSepalFemaleBackfaceColor	Sepal back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].backfaceColor	1 MFD	The back face (facing out) color for sepals.
"Primary flowers, advanced"		14	86	kFlowerSepalPetalsAreRadiallyArrangedFemale	Sepals are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw sepals are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
"Primary flowers, advanced"		14	87	kFlowerSepalFemaleObject3DPullbackAngle	Angle between sepals and main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	60	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kSepals].pullBackAngle	1 MFD	The angle at which the sepals are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts. How this appears on the plant depends on how the 3D object you are using for sepals was defined.
"Primary flowers, advanced"		14	88	header	Flower bud	7 Header	"You can draw the flower bud either as a separate 3D object, or simply by opening up the angles that draw the floral parts."												
"Primary flowers, advanced"		14	89	kFlowerFemaleBudOption	How to draw bud	6 List of choices	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			1 BudTdo	TRUE	FALSE	pFlower[kGenderFemale].budDrawingOption	1 MFD	"If 'no bud', don't draw a bud on the flower at all. If 'single 3D object bud', draw a single 3D object (usually spun around in a circle) during the bud stage (this is the pre-PS2 style). If 'unfolding flower', don't draw a separate bud, but 'open up' the flower by drawing all of its parts small and folded in together."
"Primary flowers, advanced"		14	90	kFlowerBudNumPetalsFemale	Number of petals on flower bud	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kBud].repetitions	1 MFD	The number of flower bud petals.
